normMethod;sampleName;sampleClass;featureName;featureClass;mzCenter;rtCenter;maxIntensity;integratedIntensity;startRT;endRT;oldSampleName;KEGG_ID;Mutant;Contents;KCN;Rot;Time;Replicate;Portion;norm;norm1;foldChange;form;saveName;experiment
mutantnorm;MLMET0160;sample;L_Threonine;met;118.051;72;203017;203017;68.81;91.28;20181010_MLMET0160.d;00188;N2;M9;0KCN;0Rot;6;5;Pellet;0.588548899099857;0.613085618108215;0.115568036235591;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0074;sample;L_Threonine;met;118.051;72;372368;372368;68.92;91.39;20181010_MLMET0074.d;00188;kynu1;300µM KCN;2KCN;0Rot;6;1;Pellet;1.54069709708384;0.996990030849372;0.817058553066644;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0138;sample;L_Threonine;met;118.051;72;248982;248982;68.84;91.3;20181010_MLMET0138.d;00188;N2;300µM KCN;2KCN;0Rot;6;4;Pellet;0.401626624769734;0.403476096905771;-0.48803731916732;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0123;sample;L_Threonine;met;118.051;72;397349;397349;68.51;90.98;20181010_MLMET0123.d;00188;kynu1;300µM KCN;2KCN;0Rot;6;3;Pellet;0.570390711802316;0.538922260011017;-0.0704433477492776;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0095;sample;L_Threonine;met;118.051;72;580718;580718;68.18;90.65;20181010_MLMET0095.d;00188;kynu1;M9;0KCN;0Rot;6;2;Pellet;2.69487215183999;1.21331718072742;1.1003643126953;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0167;sample;L_Threonine;met;118.051;72;416866;416866;68.04;90.51;20181010_MLMET0167.d;00188;kynu1;300µM KCN;2KCN;0Rot;6;5;Pellet;1.22577002808121;0.95178928482847;0.750121687075187;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0068;sample;L_Threonine;met;118.051;72;360748;360748;68.92;91.39;20181010_MLMET0068.d;00188;N2;M9;0KCN;0Rot;6;1;Pellet;0.589052302256128;0.545416957518199;-0.0531609700883082;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0140;sample;L_Threonine;met;118.051;72;139291;139291;68.83;91.29;20181010_MLMET0140.d;00188;kynu1;M9;0KCN;0Rot;6;4;Pellet;0.210545488624065;0.244762861096671;-1.20913585734236;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0180;sample;L_Threonine;met;118.051;72;424077;424077;68.56;91.03;20181010_MLMET0180.d;00188;N2;M9;0KCN;0Rot;6;6;Pellet;0.961987959186451;0.711489109208119;0.330321147767463;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0186;sample;L_Threonine;met;118.051;72;427908;427908;68.46;90.92;20181010_MLMET0186.d;00188;kynu1;300µM KCN;2KCN;0Rot;6;6;Pellet;1.13916812199174;0.930083843724248;0.716840250105604;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0072;sample;L_Threonine;met;118.051;72;316078;316078;69.3;91.76;20181010_MLMET0072.d;00188;kynu1;M9;0KCN;0Rot;6;1;Pellet;1.20614677778795;0.751883705634049;0.409989010767887;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0136;sample;L_Threonine;met;118.051;72;232449;232449;69.52;91.98;20181010_MLMET0136.d;00188;N2;M9;0KCN;0Rot;6;4;Pellet;0.408170468313754;0.439874253101605;-0.363429366456005;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0164;sample;L_Threonine;met;118.051;72;352447;352447;69.31;91.77;20181010_MLMET0164.d;00188;kynu1;M9;0KCN;0Rot;6;5;Pellet;0.91020538870969;0.710239427386883;0.327784924875255;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0093;sample;L_Threonine;met;118.051;72;568369;568369;68.9;91.36;20181010_MLMET0093.d;00188;N2;300µM KCN;2KCN;0Rot;6;2;Pellet;0.999720330397096;0.76946274541123;0.443330952432008;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0182;sample;L_Threonine;met;118.051;72;258037;258037;68.66;91.12;20181010_MLMET0182.d;00188;N2;300µM KCN;2KCN;0Rot;6;6;Pellet;0.680599369085173;0.745697075158922;0.398069157101814;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0091;sample;L_Threonine;met;118.051;72;291965;291965;69.42;91.89;20181010_MLMET0091.d;00188;N2;M9;0KCN;0Rot;6;2;Pellet;0.704817473843792;0.542282944833666;-0.0614747284340633;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0184;sample;L_Threonine;met;118.051;72;198881;198881;68.98;91.45;20181010_MLMET0184.d;00188;kynu1;M9;0KCN;0Rot;6;6;Pellet;0.484761106209142;0.555842710464455;-0.0258438315490032;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0070;sample;L_Threonine;met;118.051;72;356193;356193;69.6;92.06;20181010_MLMET0070.d;00188;N2;300µM KCN;2KCN;0Rot;6;1;Pellet;1.19831855310788;0.905723330701541;0.678549894947114;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0142;sample;L_Threonine;met;118.051;72;300207;300207;69.44;91.91;20181010_MLMET0142.d;00188;kynu1;300µM KCN;2KCN;0Rot;6;4;Pellet;0.434280134534013;0.465736778911016;-0.281005710477809;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0166;sample;L_Threonine;met;118.051;72;156558;156558;69.47;91.94;20181010_MLMET0166.d;00188;N2;300µM KCN;2KCN;0Rot;6;3;Pellet;0.205919606674848;0.244577740937319;-1.21022741584985;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0097;sample;L_Threonine;met;118.051;72;414717;414717;68.79;91.25;20181010_MLMET0097.d;00188;kynu1;300µM KCN;2KCN;0Rot;6;2;Pellet;0.928281082823363;0.770782400565684;0.445803104891437;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Threonine_;example
mutantnorm;MLMET0072;sample;L_Homoserine;met;118.051;75.06;316078;316078;71.79;90.76;20181010_MLMET0072.d;00263;kynu1;M9;0KCN;0Rot;6;1;Pellet;1.20614677778795;0.751883705634049;0.409989010767887;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0070;sample;L_Homoserine;met;118.051;75.06;356193;356193;71.09;90.06;20181010_MLMET0070.d;00263;N2;300µM KCN;2KCN;0Rot;6;1;Pellet;1.19831855310788;0.905723330701541;0.678549894947114;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0121;sample;L_Homoserine;met;118.051;75.06;363882;363882;73.8;92.77;20181010_MLMET0121.d;00263;kynu1;M9;0KCN;0Rot;6;3;Pellet;0.7030408649434;0.575778196451134;0.0249926322463503;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0180;sample;L_Homoserine;met;118.051;75.06;424077;424077;73.55;92.52;20181010_MLMET0180.d;00263;N2;M9;0KCN;0Rot;6;6;Pellet;0.961987959186451;0.711489109208119;0.330321147767463;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0068;sample;L_Homoserine;met;118.051;75.06;360748;360748;71.42;90.39;20181010_MLMET0068.d;00263;N2;M9;0KCN;0Rot;6;1;Pellet;0.589052302256128;0.545416957518199;-0.0531609700883082;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0091;sample;L_Homoserine;met;118.051;75.06;291965;291965;70.92;89.89;20181010_MLMET0091.d;00263;N2;M9;0KCN;0Rot;6;2;Pellet;0.704817473843792;0.542282944833666;-0.0614747284340633;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0164;sample;L_Homoserine;met;118.051;75.06;352447;352447;69.81;88.78;20181010_MLMET0164.d;00263;kynu1;M9;0KCN;0Rot;6;5;Pellet;0.91020538870969;0.710239427386883;0.327784924875255;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0186;sample;L_Homoserine;met;118.051;75.06;427908;427908;69.95;88.92;20181010_MLMET0186.d;00263;kynu1;300µM KCN;2KCN;0Rot;6;6;Pellet;1.13916812199174;0.930083843724248;0.716840250105604;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0166;sample;L_Homoserine;met;118.051;75.06;156558;156558;70.47;89.44;20181010_MLMET0166.d;00263;N2;300µM KCN;2KCN;0Rot;6;3;Pellet;0.205919606674848;0.244577740937319;-1.21022741584985;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0142;sample;L_Homoserine;met;118.051;75.06;300207;300207;69.94;88.91;20181010_MLMET0142.d;00263;kynu1;300µM KCN;2KCN;0Rot;6;4;Pellet;0.434280134534013;0.465736778911016;-0.281005710477809;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0162;sample;L_Homoserine;met;118.051;75.06;249805;249805;70.35;89.32;20181010_MLMET0162.d;00263;N2;300µM KCN;2KCN;0Rot;6;5;Pellet;0.566718542986261;0.556771448431676;-0.023435294932629;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0138;sample;L_Homoserine;met;118.051;75.06;248982;248982;71.33;90.3;20181010_MLMET0138.d;00263;N2;300µM KCN;2KCN;0Rot;6;4;Pellet;0.401626624769734;0.403476096905771;-0.48803731916732;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0095;sample;L_Homoserine;met;118.051;75.06;580718;580718;70.68;89.65;20181010_MLMET0095.d;00263;kynu1;M9;0KCN;0Rot;6;2;Pellet;2.69487215183999;1.21331718072742;1.1003643126953;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0118;sample;L_Homoserine;met;118.051;75.06;186046;186046;70.97;89.94;20181010_MLMET0118.d;00263;N2;M9;0KCN;0Rot;6;3;Pellet;0.604055260637348;0.543188486954685;-0.059067624217184;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0074;sample;L_Homoserine;met;118.051;75.06;372368;372368;70.42;89.39;20181010_MLMET0074.d;00263;kynu1;300µM KCN;2KCN;0Rot;6;1;Pellet;1.54069709708384;0.996990030849372;0.817058553066644;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0136;sample;L_Homoserine;met;118.051;75.06;232449;232449;71.02;89.99;20181010_MLMET0136.d;00263;N2;M9;0KCN;0Rot;6;4;Pellet;0.408170468313754;0.439874253101605;-0.363429366456005;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0097;sample;L_Homoserine;met;118.051;75.06;414717;414717;70.78;89.75;20181010_MLMET0097.d;00263;kynu1;300µM KCN;2KCN;0Rot;6;2;Pellet;0.928281082823363;0.770782400565684;0.445803104891437;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0182;sample;L_Homoserine;met;118.051;75.06;258037;258037;70.65;89.63;20181010_MLMET0182.d;00263;N2;300µM KCN;2KCN;0Rot;6;6;Pellet;0.680599369085173;0.745697075158922;0.398069157101814;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0167;sample;L_Homoserine;met;118.051;75.06;416866;416866;70.54;89.51;20181010_MLMET0167.d;00263;kynu1;300µM KCN;2KCN;0Rot;6;5;Pellet;1.22577002808121;0.95178928482847;0.750121687075187;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0093;sample;L_Homoserine;met;118.051;75.06;568369;568369;70.39;89.37;20181010_MLMET0093.d;00263;N2;300µM KCN;2KCN;0Rot;6;2;Pellet;0.999720330397096;0.76946274541123;0.443330952432008;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0184;sample;L_Homoserine;met;118.051;75.06;198881;198881;70.48;89.45;20181010_MLMET0184.d;00263;kynu1;M9;0KCN;0Rot;6;6;Pellet;0.484761106209142;0.555842710464455;-0.0258438315490032;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0160;sample;L_Homoserine;met;118.051;75.06;203017;203017;70.81;89.78;20181010_MLMET0160.d;00263;N2;M9;0KCN;0Rot;6;5;Pellet;0.588548899099857;0.613085618108215;0.115568036235591;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0123;sample;L_Homoserine;met;118.051;75.06;397349;397349;70.51;89.48;20181010_MLMET0123.d;00263;kynu1;300µM KCN;2KCN;0Rot;6;3;Pellet;0.570390711802316;0.538922260011017;-0.0704433477492776;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0140;sample;L_Homoserine;met;118.051;75.06;139291;139291;70.33;89.3;20181010_MLMET0140.d;00263;kynu1;M9;0KCN;0Rot;6;4;Pellet;0.210545488624065;0.244762861096671;-1.20913585734236;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_L_Homoserine_;example
mutantnorm;MLMET0070;sample;Nicotinamide;met;121.041;685;1856610;1856610;674.17;696.14;20181010_MLMET0070.d;00153;N2;300µM KCN;2KCN;0Rot;6;1;Pellet;3.39875371158894;2.56887496560142;-2.39229345680734;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0162;sample;Nicotinamide;met;121.041;685;136614;136614;673.93;695.89;20181010_MLMET0162.d;00153;N2;300µM KCN;2KCN;0Rot;6;5;Pellet;4.03789199893595;3.96701855741598;-1.76537498239496;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0074;sample;Nicotinamide;met;121.041;685;1308800;1308800;675;696.96;20181010_MLMET0074.d;00153;kynu1;300µM KCN;2KCN;0Rot;6;1;Pellet;3.64144255435176;2.35638915103493;-2.51685231284438;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0160;sample;Nicotinamide;met;121.041;685;280245;280245;674.39;696.36;20181010_MLMET0160.d;00153;N2;M9;0KCN;0Rot;6;5;Pellet;11.8386701588374;12.3322266391304;-0.12906872547127;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0164;sample;Nicotinamide;met;121.041;685;294883;294883;675.88;697.84;20181010_MLMET0164.d;00153;kynu1;M9;0KCN;0Rot;6;5;Pellet;14.1573287243747;11.0470594563078;-0.287839634559371;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0167;sample;Nicotinamide;met;121.041;685;187959;187959;678.61;700.57;20181010_MLMET0167.d;00153;kynu1;300µM KCN;2KCN;0Rot;6;5;Pellet;9.66221148408986;7.50254056439859;-0.846050914570138;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0118;sample;Nicotinamide;met;121.041;685;899398;899398;677.04;699.01;20181010_MLMET0118.d;00153;N2;M9;0KCN;0Rot;6;3;Pellet;17.6570665724326;15.8778772415922;0.23551601355815;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0068;sample;Nicotinamide;met;121.041;685;2008920;2008920;679.99;701.96;20181010_MLMET0068.d;00153;N2;M9;0KCN;0Rot;6;1;Pellet;7.89517742258763;7.31032479187518;-0.883494623326614;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0093;sample;Nicotinamide;met;121.041;685;784926;784926;675.97;697.93;20181010_MLMET0093.d;00153;N2;300µM KCN;2KCN;0Rot;6;2;Pellet;17.9280526243662;13.7988277048866;0.033043672584212;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0180;sample;Nicotinamide;met;121.041;685;237953;237953;676.13;698.1;20181010_MLMET0180.d;00153;N2;M9;0KCN;0Rot;6;6;Pellet;10.9585060329741;8.10494312449225;-0.73462806688185;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0182;sample;Nicotinamide;met;121.041;685;163746;163746;676.73;698.69;20181010_MLMET0182.d;00153;N2;300µM KCN;2KCN;0Rot;6;6;Pellet;7.86975537078868;8.62247869859386;-0.645327469129432;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0142;sample;Nicotinamide;met;121.041;685;270230;270230;676.51;698.48;20181010_MLMET0142.d;00153;kynu1;300µM KCN;2KCN;0Rot;6;4;Pellet;14.7626331603387;15.8319496325076;0.231336893914128;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0091;sample;Nicotinamide;met;121.041;685;1303390;1303390;676.49;698.46;20181010_MLMET0091.d;00153;N2;M9;0KCN;0Rot;6;2;Pellet;31.4562567877398;24.2022824310399;0.843641075519668;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0140;sample;Nicotinamide;met;121.041;685;270732;270732;678.9;700.86;20181010_MLMET0140.d;00153;kynu1;M9;0KCN;0Rot;6;4;Pellet;13.9459125328388;16.2123704214643;0.265593009853236;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0123;sample;Nicotinamide;met;121.041;685;637779;637779;679.08;701.04;20181010_MLMET0123.d;00153;kynu1;300µM KCN;2KCN;0Rot;6;3;Pellet;22.0143937040489;20.7998597492417;0.625071766667472;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0072;sample;Nicotinamide;met;121.041;685;1510630;1510630;675.87;697.83;20181010_MLMET0072.d;00153;kynu1;M9;0KCN;0Rot;6;1;Pellet;3.84163305579997;2.39478424257661;-2.4935344461074;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0184;sample;Nicotinamide;met;121.041;685;261615;261615;679.05;701.02;20181010_MLMET0184.d;00153;kynu1;M9;0KCN;0Rot;6;6;Pellet;14.4890894993354;16.6136570700828;0.300867646707128;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0095;sample;Nicotinamide;met;121.041;685;1174640;1174640;676.75;698.72;20181010_MLMET0095.d;00153;kynu1;M9;0KCN;0Rot;6;2;Pellet;12.3891490528625;5.57798906718727;-1.27368502201482;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0166;sample;Nicotinamide;met;121.041;685;255715;255715;676.54;698.51;20181010_MLMET0166.d;00153;N2;300µM KCN;2KCN;0Rot;6;3;Pellet;13.3742154811715;15.8850119326369;0.236164139961582;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0097;sample;Nicotinamide;met;121.041;685;1364720;1364720;678.36;700.32;20181010_MLMET0097.d;00153;kynu1;300µM KCN;2KCN;0Rot;6;2;Pellet;35.6854849253458;29.6308351479597;1.13559725554573;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0136;sample;Nicotinamide;met;121.041;685;281654;281654;676.09;698.06;20181010_MLMET0136.d;00153;N2;M9;0KCN;0Rot;6;4;Pellet;12.1470651658257;13.0905629681344;-0.0429748911745818;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0121;sample;Nicotinamide;met;121.041;685;923063;923063;678.87;700.84;20181010_MLMET0121.d;00153;kynu1;M9;0KCN;0Rot;6;3;Pellet;21.8890917714015;17.9267840754969;0.410614669413084;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0186;sample;Nicotinamide;met;121.041;685;212077;212077;676.03;697.99;20181010_MLMET0186.d;00153;kynu1;300µM KCN;2KCN;0Rot;6;6;Pellet;8.24688909628247;6.7332452175954;-1.00212812151615;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0138;sample;Nicotinamide;met;121.041;685;220482;220482;678.4;700.37;20181010_MLMET0138.d;00153;N2;300µM KCN;2KCN;0Rot;6;4;Pellet;11.1659070191431;11.2173255074401;-0.265773291666798;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinamide_;example
mutantnorm;MLMET0097;sample;Nicotinic_Acid;met;122.025;621;312915;312915;615.95;633.42;20181010_MLMET0097.d;00253;kynu1;300µM KCN;2KCN;0Rot;6;2;Pellet;2.77825623723697;2.30687778901079;-0.751029370548011;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinic_Acid_;example
mutantnorm;MLMET0070;sample;Nicotinic_Acid;met;122.025;621;651057;651057;622.25;639.73;20181010_MLMET0070.d;00253;N2;300µM KCN;2KCN;0Rot;6;1;Pellet;0.913507787287779;0.69045523294138;-2.49135116465207;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinic_Acid_;example
mutantnorm;MLMET0072;sample;Nicotinic_Acid;met;122.025;621;389287;389287;616.46;633.93;20181010_MLMET0072.d;00253;kynu1;M9;0KCN;0Rot;6;1;Pellet;0.854920072296195;0.532937187924901;-2.86493353542207;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinic_Acid_;example
mutantnorm;MLMET0142;sample;Nicotinic_Acid;met;122.025;621;109185;109185;617.1;634.58;20181010_MLMET0142.d;00253;kynu1;300µM KCN;2KCN;0Rot;6;4;Pellet;1.80471074380165;1.93543314981739;-1.00431446967112;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinic_Acid_;example
mutantnorm;MLMET0186;sample;Nicotinic_Acid;met;122.025;621;102133;102133;614.62;632.1;20181010_MLMET0186.d;00253;kynu1;300µM KCN;2KCN;0Rot;6;6;Pellet;0.971039846357163;0.792814032690975;-2.29191654388385;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinic_Acid_;example
mutantnorm;MLMET0184;sample;Nicotinic_Acid;met;122.025;621;84834;84834;617.15;634.62;20181010_MLMET0184.d;00253;kynu1;M9;0KCN;0Rot;6;6;Pellet;2.79344067964042;3.20304912874571;-0.27752502072629;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinic_Acid_;example
mutantnorm;MLMET0074;sample;Nicotinic_Acid;met;122.025;621;581722;581722;614.59;632.06;20181010_MLMET0074.d;00253;kynu1;300µM KCN;2KCN;0Rot;6;1;Pellet;0.615681123742251;0.398409228987961;-3.28464797488513;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinic_Acid_;example
mutantnorm;MLMET0160;sample;Nicotinic_Acid;met;122.025;621;92405;92405;616.98;634.45;20181010_MLMET0160.d;00253;N2;M9;0KCN;0Rot;6;5;Pellet;5.91998206163111;6.1667872745929;0.66754813368674;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Nicotinic_Acid_;example
