sampleName;sampleClass;featureName;featureClass;mzCenter;rtCenter;maxIntensity;integratedIntensity;startRT;endRT
20181010_MLMET0162.d;sample;Cytosine;ref;117.041;73.74;5645;5645;66.86;85.83
20181010_MLMET0182.d;sample;Cytosine;ref;117.041;73.74;5219;5219;67.66;86.63
20181010_all_stds-r002.d;stds;Cytosine;ref;117.041;73.74;1805;1805;67.74;86.72
20181010_MLMET0123.d;sample;Cytosine;ref;117.041;73.74;9008;9008;67.01;85.98
20181010_MLMET0135.d;filter;Cytosine;ref;117.041;73.74;6400;6400;67.31;86.28
20181010_MLMET0090.d;filter;Cytosine;ref;117.041;73.74;12385;12385;67.87;86.84
20181010_MLMET0184.d;sample;Cytosine;ref;117.041;73.74;4898;4898;67.98;86.95
20181010_MLMET0186.d;sample;Cytosine;ref;117.041;73.74;4537;4537;66.96;85.93
20181010_MLMET0143.d;sample;Cytosine;ref;117.041;73.74;5548;5548;67.14;86.11
20181010_MLMET0066.d;filter;Cytosine;ref;117.041;73.74;13730;13730;68.52;87.49
20181010_MLMET0142.d;sample;Cytosine;ref;117.041;73.74;5894;5894;68.44;87.42
20181010_MLMET0092.d;sample;Cytosine;ref;117.041;73.74;10916;10916;67.56;86.53
20181010_MLMET0185.d;sample;Cytosine;ref;117.041;73.74;5038;5038;67.76;86.73
20181010_MLMET0179.d;filter;Cytosine;ref;117.041;73.74;4863;4863;67.63;86.6
20181010_MLMET0137.d;sample;Cytosine;ref;117.041;73.74;6280;6280;67.92;86.89
20181010_MLMET0091.d;sample;Cytosine;ref;117.041;73.74;8115;8115;67.42;86.39
20181010_MLMET0183.d;sample;Cytosine;ref;117.041;73.74;4329;4329;67.19;86.16
20181010_MLMET0181.d;sample;Cytosine;ref;117.041;73.74;3999;3999;69.56;88.53
20181010_MLMET0140.d;sample;Cytosine;ref;117.041;73.74;6582;6582;69.83;88.8
20181010_MLMET0116.d;filter;Cytosine;ref;117.041;73.74;10261;10261;68.76;87.73
20181010_MLMET0089.d;filter;Cytosine;ref;117.041;73.74;11173;11173;68.85;87.82
20181010_MLMET0119.d;sample;Uracil;met;111.02;103.08;8703;8703;92.81;110.78
20181010_MLMET0066.d;filter;Uracil;met;111.02;103.08;23533;23533;92.98;110.96
20181010_MLMET0093.d;sample;Uracil;met;111.02;103.08;107811;107811;94.36;112.33
20181010_MLMET0142.d;sample;Uracil;met;111.02;103.08;19540;19540;94.41;112.38
20181010_MLMET0069.d;sample;Uracil;met;111.02;103.08;233490;233490;98.7;116.67
20181010_all_stds-r002.d;stds;Uracil;met;111.02;103.08;3813;3813;98.7;116.67
20181010_MLMET0138.d;sample;Uracil;met;111.02;103.08;33444;33444;98.79;116.76
20181010_MLMET0139.d;sample;Uracil;met;111.02;103.08;2655;2655;98.53;116.51
20181010_MLMET0070.d;sample;Uracil;met;111.02;103.08;464131;464131;94.06;112.03
20181010_MLMET0092.d;sample;Uracil;met;111.02;103.08;10285;10285;94.02;111.99
20181010_MLMET0125.d;filter;Uracil;met;111.02;103.08;1998;1998;92.84;110.82
20181010_MLMET0168.d;sample;Uracil;met;111.02;103.08;11324;11324;92.45;110.42
20181010_MLMET0075.d;sample;Uracil;met;111.02;103.08;149369;149369;94.43;112.4
20181010_Blank-r001.d;blank;Uracil;met;111.02;103.08;666;666;94.32;112.29
20181010_MLMET0096.d;sample;Uracil;met;111.02;103.08;14997;14997;92.6;110.58
20181010_MLMET0098.d;sample;Uracil;met;111.02;103.08;37340;37340;92.46;110.43
20181010_MLMET0120.d;sample;Uracil;met;111.02;103.08;14138;14138;93.93;111.9
20181010_MLMET0163.d;sample;Uracil;met;111.02;103.08;7518;7518;93.5;111.47
20181010_Blank-r002.d;blank;Uracil;met;111.02;103.08;779;779;92.04;110.01
20181010_MLMET0094.d;sample;Uracil;met;111.02;103.08;36688;36688;92.22;110.19
20181010_MLMET0068.d;sample;Uracil;met;111.02;103.08;98700;98700;93.88;111.86
20181010_MLMET0095.d;sample;Uracil;met;111.02;103.08;7744;7744;93.64;111.62
20181010_MLMET0097.d;sample;Uracil;met;111.02;103.08;25153;25153;92.25;110.22
20181010_MLMET0071.d;sample;Uracil;met;111.02;103.08;401034;401034;91.95;109.92
20181010_MLMET0121.d;sample;Uracil;met;111.02;103.08;8537;8537;93.77;111.74
20181010_MLMET0116.d;filter;Uracil;met;111.02;103.08;1852;1852;93.72;111.69
20181010_MLMET0162.d;sample;Uracil;met;111.02;103.08;78220;78220;93.31;111.29
20181010_MLMET0089.d;filter;Uracil;met;111.02;103.08;2695;2695;93.31;111.29
20181010_MLMET0185.d;sample;Uracil;met;111.02;103.08;9976;9976;94.22;112.19
20181010_MLMET0091.d;sample;Uracil;met;111.02;103.08;6963;6963;94.38;112.35
20181010_MLMET0072.d;sample;Uracil;met;111.02;103.08;98422;98422;93.26;111.23
20181010_MLMET0124.d;sample;Uracil;met;111.02;103.08;10412;10412;92.87;110.84
20181010_MLMET0122.d;sample;Uracil;met;111.02;103.08;8626;8626;94.48;112.45
20181010_MLMET0181.d;sample;Uracil;met;111.02;103.08;41775;41775;94.02;111.99
20181010_MLMET0090.d;filter;Uracil;met;111.02;103.08;5499;5499;92.83;110.8
20181010_MLMET0141.d;sample;Uracil;met;111.02;103.08;3334;3334;92.61;110.59
20181010_MLMET0143.d;sample;Uracil;met;111.02;103.08;4031;4031;94.1;112.07
20181010_MLMET0073.d;sample;Uracil;met;111.02;103.08;129674;129674;94.07;112.04
20181010_MLMET0164.d;sample;Uracil;met;111.02;103.08;5523;5523;92.77;110.74
20181010_MLMET0182.d;sample;Uracil;met;111.02;103.08;19757;19757;92.62;110.59
20181010_MLMET0144.d;filter;Uracil;met;111.02;103.08;2050;2050;93.57;111.54
20181010_MLMET0187.d;sample;Uracil;met;111.02;103.08;4656;4656;93.67;111.64
20181010_MLMET0135.d;filter;Uracil;met;111.02;103.08;1316;1316;92.77;110.74
20181010_MLMET0074.d;sample;Uracil;met;111.02;103.08;332470;332470;92.38;110.36
20181010_MLMET0067.d;filter;Uracil;met;111.02;103.08;6410;6410;93.71;111.69
20181010_MLMET0167.d;sample;Uracil;met;111.02;103.08;32385;32385;93.5;111.47
20181010_MLMET0140.d;sample;Uracil;met;111.02;103.08;4113;4113;92.79;110.76
20181010_MLMET0184.d;sample;Uracil;met;111.02;103.08;2363;2363;92.94;110.92
20181010_MLMET0186.d;sample;Uracil;met;111.02;103.08;8033;8033;93.92;111.89
20181010_MLMET0166.d;sample;Uracil;met;111.02;103.08;11161;11161;94.43;112.4
20181010_all_stds-r001.d;stds;Uracil;met;111.02;103.08;3135;3135;92.61;110.58
20181010_MLMET0123.d;sample;Uracil;met;111.02;103.08;35813;35813;92.47;110.45
20181010_MLMET0159.d;filter;Uracil;met;111.02;103.08;1408;1408;94.27;112.24
20181010_RCY308_control-r001.d;control;Uracil;met;111.02;103.08;1473;1473;94.11;112.08
20181010_MLMET0117.d;filter;Uracil;met;111.02;103.08;2951;2951;92.18;110.15
20181010_MLMET0137.d;sample;Uracil;met;111.02;103.08;4751;4751;92.38;110.36
20181010_RCY308_control-r002.d;control;Uracil;met;111.02;103.08;1377;1377;94.13;112.1
20181010_MLMET0178.d;filter;Uracil;met;111.02;103.08;1158;1158;94.1;112.07
20181010_MLMET0136.d;sample;Uracil;met;111.02;103.08;3109;3109;92.48;110.46
20181010_MLMET0165.d;sample;Uracil;met;111.02;103.08;35125;35125;92.45;110.42
20181010_MLMET0183.d;sample;Uracil;met;111.02;103.08;12676;12676;94.15;112.12
20181010_MLMET0118.d;sample;Uracil;met;111.02;103.08;9071;9071;94.44;112.41
20181010_MLMET0179.d;filter;Uracil;met;111.02;103.08;1036;1036;92.59;110.56
20181010_MLMET0160.d;sample;Uracil;met;111.02;103.08;11292;11292;92.77;110.75
20181010_MLMET0180.d;sample;Uracil;met;111.02;103.08;2786;2786;93.52;111.5
20181010_MLMET0161.d;sample;Uracil;met;111.02;103.08;51468;51468;93.49;111.47
20181010_MLMET0182.d;sample;Uracil;ref;117.028;103.08;7826;7826;93.12;111.09
20181010_MLMET0074.d;sample;Uracil;ref;117.028;103.08;21837;21837;92.88;110.86
20181010_MLMET0093.d;sample;Uracil;ref;117.028;103.08;21790;21790;94.36;112.33
20181010_MLMET0139.d;sample;Uracil;ref;117.028;103.08;10184;10184;94.04;112.01
20181010_MLMET0119.d;sample;Uracil;ref;117.028;103.08;28265;28265;93.31;111.28
20181010_MLMET0125.d;filter;Uracil;ref;117.028;103.08;17278;17278;93.34;111.32
20181010_MLMET0142.d;sample;Uracil;ref;117.028;103.08;10807;10807;94.41;112.38
20181010_MLMET0181.d;sample;Uracil;ref;117.028;103.08;9433;9433;94.02;111.99
20181010_MLMET0075.d;sample;Uracil;ref;117.028;103.08;31141;31141;93.43;111.4
20181010_MLMET0120.d;sample;Uracil;ref;117.028;103.08;19359;19359;93.43;111.4
20181010_MLMET0071.d;sample;Uracil;ref;117.028;103.08;30151;30151;93.94;111.91
20181010_MLMET0097.d;sample;Uracil;ref;117.028;103.08;24373;24373;94.25;112.22
20181010_all_stds-r002.d;stds;Uracil;ref;117.028;103.08;1527;1527;92.71;110.68
20181010_Blank-r001.d;blank;Uracil;ref;117.028;103.08;1403;1403;92.82;110.79
20181010_MLMET0116.d;filter;Uracil;ref;117.028;103.08;24582;24582;96.21;114.19
20181010_MLMET0089.d;filter;Uracil;ref;117.028;103.08;20565;20565;96.31;114.28
20181010_MLMET0168.d;sample;Uracil;ref;117.028;103.08;10986;10986;92.95;110.92
20181010_MLMET0144.d;filter;Uracil;ref;117.028;103.08;10144;10144;93.07;111.04
20181010_Blank-r002.d;blank;Uracil;ref;117.028;103.08;1603;1603;93.53;111.51
20181010_MLMET0138.d;sample;Uracil;ref;117.028;103.08;12166;12166;93.8;111.77
20181010_MLMET0070.d;sample;Uracil;ref;117.028;103.08;21892;21892;92.56;110.53
20181010_MLMET0140.d;sample;Uracil;ref;117.028;103.08;14053;14053;92.79;110.76
20181010_MLMET0118.d;sample;Uracil;ref;117.028;103.08;18718;18718;93.94;111.91
20181010_MLMET0136.d;sample;Uracil;ref;117.028;103.08;11607;11607;93.98;111.95
20181010_all_stds-r001.d;stds;Uracil;ref;117.028;103.08;1266;1266;92.61;110.58
20181010_MLMET0121.d;sample;Uracil;ref;117.028;103.08;22870;22870;92.77;110.74
20181010_MLMET0066.d;filter;Uracil;ref;117.028;103.08;22342;22342;93.98;111.95
20181010_MLMET0090.d;filter;Uracil;ref;117.028;103.08;28712;28712;93.83;111.8
20181010_MLMET0162.d;sample;Uracil;ref;117.028;103.08;10485;10485;92.82;110.79
20181010_MLMET0185.d;sample;Uracil;ref;117.028;103.08;9145;9145;92.72;110.69
20181010_MLMET0069.d;sample;Uracil;ref;117.028;103.08;33046;33046;93.71;111.68
20181010_MLMET0067.d;filter;Uracil;ref;117.028;103.08;38258;38258;93.71;111.69
20181010_MLMET0163.d;sample;Uracil;ref;117.028;103.08;8753;8753;92;109.97
20181010_MLMET0072.d;sample;Uracil;ref;117.028;103.08;18352;18352;92.26;110.23
20181010_MLMET0165.d;sample;Uracil;ref;117.028;103.08;9709;9709;93.94;111.92
20181010_MLMET0092.d;sample;Uracil;ref;117.028;103.08;25840;25840;93.52;111.49
20181010_MLMET0161.d;sample;Uracil;ref;117.028;103.08;8610;8610;93;110.97
20181010_MLMET0141.d;sample;Uracil;ref;117.028;103.08;10335;10335;93.11;111.09
20181010_MLMET0073.d;sample;Uracil;ref;117.028;103.08;24517;24517;93.57;111.54
20181010_MLMET0164.d;sample;Uracil;ref;117.028;103.08;10979;10979;93.77;111.74
20181010_MLMET0166.d;sample;Uracil;ref;117.028;103.08;10534;10534;92.43;110.41
20181010_MLMET0159.d;filter;Uracil;ref;117.028;103.08;8213;8213;92.28;110.25
20181010_MLMET0135.d;filter;Uracil;ref;117.028;103.08;11525;11525;94.27;112.24
20181010_MLMET0180.d;sample;Uracil;ref;117.028;103.08;10278;10278;94.02;111.99
20181010_MLMET0096.d;sample;Uracil;ref;117.028;103.08;25126;25126;92.6;110.58
20181010_MLMET0122.d;sample;Uracil;ref;117.028;103.08;20465;20465;92.98;110.95
20181010_MLMET0098.d;sample;Uracil;ref;117.028;103.08;24130;24130;93.46;111.43
20181010_RCY308_control-r002.d;control;Uracil;ref;117.028;103.08;1863;1863;93.63;111.6
20181010_MLMET0183.d;sample;Uracil;ref;117.028;103.08;8412;8412;92.65;110.62
20181010_MLMET0094.d;sample;Uracil;ref;117.028;103.08;29066;29066;92.72;110.69
20181010_MLMET0179.d;filter;Uracil;ref;117.028;103.08;10449;10449;94.08;112.06
20181010_MLMET0095.d;sample;Uracil;ref;117.028;103.08;20543;20543;94.14;112.12
20181010_MLMET0123.d;sample;Uracil;ref;117.028;103.08;20500;20500;92.47;110.45
20181010_MLMET0137.d;sample;Uracil;ref;117.028;103.08;11204;11204;92.88;110.85
20181010_RCY308_control-r001.d;control;Uracil;ref;117.028;103.08;1661;1661;94.11;112.08
20181010_MLMET0187.d;sample;Uracil;ref;117.028;103.08;10213;10213;94.17;112.14
20181010_MLMET0143.d;sample;Uracil;ref;117.028;103.08;11455;11455;92.6;110.58
20181010_MLMET0068.d;sample;Uracil;ref;117.028;103.08;23670;23670;92.88;110.86
20181010_MLMET0124.d;sample;Uracil;ref;117.028;103.08;13940;13940;94.37;112.34
20181010_MLMET0167.d;sample;Uracil;ref;117.028;103.08;8455;8455;94.5;112.47
20181010_MLMET0091.d;sample;Uracil;ref;117.028;103.08;19955;19955;92.88;110.86
20181010_MLMET0184.d;sample;Uracil;ref;117.028;103.08;9831;9831;92.94;110.92
20181010_MLMET0178.d;filter;Uracil;ref;117.028;103.08;8745;8745;94.6;112.57
20181010_MLMET0117.d;filter;Uracil;ref;117.028;103.08;28539;28539;94.67;112.65
20181010_MLMET0160.d;sample;Uracil;ref;117.028;103.08;9381;9381;91.28;109.25
20181010_MLMET0186.d;sample;Uracil;ref;117.028;103.08;8100;8100;90.92;108.89
20181010_MLMET0067.d;filter;Creatinine;met;112.052;69;2364;2364;72.75;94.21
20181010_MLMET0164.d;sample;Creatinine;met;112.052;69;1741;1741;72.8;94.27
20181010_MLMET0181.d;sample;Creatinine;met;112.052;69;1874;1874;72.55;94.02
20181010_MLMET0071.d;sample;Creatinine;met;112.052;69;4043;4043;72.47;93.94
20181010_MLMET0069.d;sample;Creatinine;met;112.052;69;3355;3355;69.25;90.72
20181010_MLMET0068.d;sample;Creatinine;met;112.052;69;2217;2217;69.42;90.89
20181010_MLMET0119.d;sample;Creatinine;met;112.052;69;2338;2338;62.86;84.32
20181010_MLMET0163.d;sample;Creatinine;met;112.052;69;2162;2162;62.55;84.01
20181010_all_stds-r002.d;stds;Creatinine;met;112.052;69;7165;7165;72.74;94.2
20181010_MLMET0121.d;sample;Creatinine;met;112.052;69;2278;2278;72.8;94.27
20181010_MLMET0089.d;filter;Creatinine;met;112.052;69;1853;1853;65.86;87.32
20181010_MLMET0090.d;filter;Creatinine;met;112.052;69;2420;2420;65.87;87.34
20181010_MLMET0187.d;sample;Creatinine;met;112.052;69;1705;1705;69.7;91.17
20181010_MLMET0117.d;filter;Creatinine;met;112.052;69;2476;2476;69.71;91.18
20181010_MLMET0070.d;sample;Creatinine;met;112.052;69;5051;5051;67.1;88.57
20181010_MLMET0161.d;sample;Creatinine;met;112.052;69;2207;2207;67.04;88.5
20181010_MLMET0118.d;sample;Creatinine;met;112.052;69;1868;1868;66.48;87.95
20181010_MLMET0092.d;sample;Creatinine;met;112.052;69;2038;2038;66.06;87.53
20181010_MLMET0168.d;sample;Creatinine;met;112.052;69;2023;2023;64.99;86.46
20181010_MLMET0162.d;sample;Creatinine;met;112.052;69;1866;1866;65.36;86.82
20181010_MLMET0184.d;sample;Creatinine;met;112.052;69;2051;2051;68.48;89.95
20181010_MLMET0178.d;filter;Creatinine;met;112.052;69;1986;1986;68.14;89.61
20181010_MLMET0139.d;sample;Creatinine;met;112.052;69;1766;1766;66.09;87.55
20181010_MLMET0095.d;sample;Creatinine;met;112.052;69;2226;2226;66.18;87.65
20181010_MLMET0165.d;sample;Creatinine;met;112.052;69;1852;1852;67.48;88.95
20181010_MLMET0074.d;sample;Creatinine;met;112.052;69;5251;5251;66.92;88.39
20181010_Blank-r001.d;blank;Creatinine;met;112.052;69;1556;1556;67.36;88.83
20181010_MLMET0122.d;sample;Creatinine;met;112.052;69;1922;1922;67.52;88.99
20181010_MLMET0120.d;sample;Creatinine;met;112.052;69;2548;2548;71.46;92.93
20181010_MLMET0136.d;sample;Creatinine;met;112.052;69;2350;2350;71.52;92.98
20181010_MLMET0096.d;sample;Creatinine;met;112.052;69;2047;2047;68.14;89.61
20181010_MLMET0138.d;sample;Creatinine;met;112.052;69;2422;2422;68.34;89.8
20181010_MLMET0094.d;sample;Creatinine;met;112.052;69;1685;1685;68.25;89.72
20181010_MLMET0075.d;sample;Creatinine;met;112.052;69;2333;2333;68.47;89.94
20181010_MLMET0073.d;sample;Creatinine;met;112.052;69;4063;4063;66.11;87.58
20181010_MLMET0141.d;sample;Creatinine;met;112.052;69;1885;1885;66.15;87.62
20181010_MLMET0091.d;sample;Creatinine;met;112.052;69;2001;2001;69.92;91.39
20181010_MLMET0135.d;filter;Creatinine;met;112.052;69;2111;2111;69.8;91.27
20181010_MLMET0097.d;sample;Creatinine;met;112.052;69;2288;2288;68.79;90.25
20181010_MLMET0124.d;sample;Creatinine;met;112.052;69;1774;1774;68.4;89.87
20181010_MLMET0160.d;sample;Creatinine;met;112.052;69;1993;1993;72.31;93.77
20181010_MLMET0072.d;sample;Creatinine;met;112.052;69;2902;2902;72.29;93.76
20181010_Blank-r002.d;blank;Creatinine;met;112.052;69;1583;1583;66.57;88.04
20181010_MLMET0183.d;sample;Creatinine;met;112.052;69;1878;1878;66.69;88.16
20181010_MLMET0140.d;sample;Creatinine;met;112.052;69;1941;1941;70.83;92.29
20181010_MLMET0123.d;sample;Creatinine;met;112.052;69;2195;2195;70.51;91.97
20181010_MLMET0093.d;sample;Creatinine;met;112.052;69;1734;1734;66.9;88.37
20181010_MLMET0180.d;sample;Creatinine;met;112.052;69;1916;1916;66.57;88.03
20181010_MLMET0066.d;filter;Creatinine;met;112.052;69;32406;32406;73.01;94.48
20181010_RCY308_control-r002.d;control;Creatinine;met;112.052;69;6962;6962;72.66;94.13
20181010_MLMET0166.d;sample;Creatinine;met;112.052;69;1683;1683;66.97;88.44
20181010_MLMET0167.d;sample;Creatinine;met;112.052;69;2116;2116;66.54;88.01
20181010_MLMET0143.d;sample;Creatinine;met;112.052;69;2006;2006;68.64;90.11
20181010_MLMET0142.d;sample;Creatinine;met;112.052;69;1914;1914;68.94;90.41
20181010_MLMET0186.d;sample;Creatinine;met;112.052;69;1614;1614;68.46;89.92
20181010_MLMET0185.d;sample;Creatinine;met;112.052;69;1814;1814;68.76;90.22
20181010_MLMET0179.d;filter;Creatinine;met;112.052;69;1940;1940;66.63;88.09
20181010_MLMET0182.d;sample;Creatinine;met;112.052;69;1902;1902;66.66;88.13
20181010_MLMET0137.d;sample;Creatinine;met;112.052;69;2071;2071;67.92;89.39
20181010_MLMET0125.d;filter;Creatinine;met;112.052;69;2025;2025;67.88;89.35
20181010_MLMET0144.d;filter;Creatinine;met;112.052;69;1779;1779;69.61;91.07
20181010_all_stds-r001.d;stds;Creatinine;met;112.052;69;9145;9145;69.64;91.11
20181010_MLMET0159.d;filter;Creatinine;met;112.052;69;1716;1716;68.81;90.28
20181010_MLMET0098.d;sample;Creatinine;met;112.052;69;1963;1963;68.5;89.97
20181010_RCY308_control-r001.d;control;Creatinine;met;112.052;69;5800;5800;67.65;89.11
20181010_MLMET0116.d;filter;Creatinine;met;112.052;69;2595;2595;67.76;89.22
20181010_MLMET0164.d;sample;Creatinine;ref;119.057;69;44381;44381;68.81;90.27
20181010_MLMET0074.d;sample;Creatinine;ref;119.057;69;77962;77962;68.42;89.89
20181010_MLMET0140.d;sample;Creatinine;ref;119.057;69;49486;49486;67.83;89.3
20181010_MLMET0096.d;sample;Creatinine;ref;119.057;69;103030;103030;67.64;89.11
20181010_Blank-r001.d;blank;Creatinine;ref;119.057;69;56167;56167;66.86;88.33
20181010_MLMET0090.d;filter;Creatinine;ref;119.057;69;107607;107607;66.87;88.34
20181010_MLMET0136.d;sample;Creatinine;ref;119.057;69;65735;65735;67.02;88.49
20181010_MLMET0121.d;sample;Creatinine;ref;119.057;69;103352;103352;66.81;88.28
20181010_MLMET0162.d;sample;Creatinine;ref;119.057;69;40014;40014;67.35;88.82
20181010_MLMET0073.d;sample;Creatinine;ref;119.057;69;106786;106786;67.11;88.58
20181010_MLMET0142.d;sample;Creatinine;ref;119.057;69;48566;48566;66.45;87.91
20181010_MLMET0089.d;filter;Creatinine;ref;119.057;69;90757;90757;66.36;87.82
20181010_MLMET0178.d;filter;Creatinine;ref;119.057;69;38620;38620;70.14;91.6
20181010_all_stds-r001.d;stds;Creatinine;ref;119.057;69;59958;59958;70.14;91.61
20181010_MLMET0124.d;sample;Creatinine;ref;119.057;69;74469;74469;66.91;88.37
20181010_MLMET0119.d;sample;Creatinine;ref;119.057;69;96821;96821;67.35;88.82
20181010_Blank-r002.d;blank;Creatinine;ref;119.057;69;72633;72633;67.57;89.04
20181010_MLMET0098.d;sample;Creatinine;ref;119.057;69;99431;99431;67.5;88.97
20181010_MLMET0118.d;sample;Creatinine;ref;119.057;69;84514;84514;69.97;91.44
20181010_MLMET0067.d;filter;Creatinine;ref;119.057;69;152911;152911;69.75;91.22
20181010_all_stds-r002.d;stds;Creatinine;ref;119.057;69;70520;70520;68.74;90.21
20181010_MLMET0094.d;sample;Creatinine;ref;119.057;69;104198;104198;68.75;90.22
20181010_MLMET0071.d;sample;Creatinine;ref;119.057;69;103793;103793;68.48;89.95
20181010_MLMET0092.d;sample;Creatinine;ref;119.057;69;103678;103678;68.56;90.03
20181010_MLMET0135.d;filter;Creatinine;ref;119.057;69;64119;64119;67.81;89.28
20181010_MLMET0139.d;sample;Creatinine;ref;119.057;69;49405;49405;67.58;89.05
20181010_MLMET0143.d;sample;Creatinine;ref;119.057;69;41005;41005;68.64;90.11
20181010_MLMET0186.d;sample;Creatinine;ref;119.057;69;36374;36374;68.46;89.92
20181010_MLMET0117.d;filter;Creatinine;ref;119.057;69;102985;102985;67.71;89.18
20181010_MLMET0072.d;sample;Creatinine;ref;119.057;69;79970;79970;67.8;89.26
20181010_MLMET0120.d;sample;Creatinine;ref;119.057;69;88209;88209;67.97;89.43
20181010_MLMET0070.d;sample;Creatinine;ref;119.057;69;78255;78255;67.6;89.07
20181010_MLMET0068.d;sample;Creatinine;ref;119.057;69;78924;78924;68.92;90.39
20181010_MLMET0183.d;sample;Creatinine;ref;119.057;69;40645;40645;68.69;90.16
20181010_MLMET0181.d;sample;Creatinine;ref;119.057;69;40506;40506;69.06;90.52
20181010_MLMET0075.d;sample;Creatinine;ref;119.057;69;104496;104496;69.47;90.94
20181010_MLMET0069.d;sample;Creatinine;ref;119.057;69;106167;106167;67.75;89.22
20181010_MLMET0123.d;sample;Creatinine;ref;119.057;69;89307;89307;67.51;88.98
20181010_MLMET0184.d;sample;Creatinine;ref;119.057;69;36762;36762;69.48;90.95
20181010_MLMET0095.d;sample;Creatinine;ref;119.057;69;80739;80739;69.18;90.65
20181010_MLMET0093.d;sample;Creatinine;ref;119.057;69;83865;83865;68.4;89.86
20181010_MLMET0097.d;sample;Creatinine;ref;119.057;69;86687;86687;68.29;89.75
20181010_MLMET0160.d;sample;Creatinine;ref;119.057;69;41573;41573;66.81;88.28
20181010_MLMET0122.d;sample;Creatinine;ref;119.057;69;84535;84535;67.02;88.49
20181010_MLMET0163.d;sample;Creatinine;ref;119.057;69;36140;36140;66.54;88.01
20181010_MLMET0185.d;sample;Creatinine;ref;119.057;69;43102;43102;66.76;88.23
20181010_MLMET0138.d;sample;Creatinine;ref;119.057;69;55218;55218;66.34;87.81
20181010_MLMET0137.d;sample;Creatinine;ref;119.057;69;60757;60757;66.42;87.89
20181010_MLMET0182.d;sample;Creatinine;ref;119.057;69;37354;37354;67.66;89.13
20181010_MLMET0066.d;filter;Creatinine;ref;119.057;69;82174;82174;68.02;89.49
20181010_MLMET0168.d;sample;Creatinine;ref;119.057;69;42949;42949;67.49;88.96
20181010_RCY308_control-r001.d;control;Creatinine;ref;119.057;69;61261;61261;67.65;89.11
20181010_MLMET0165.d;sample;Creatinine;ref;119.057;69;34533;34533;65.49;86.95
20181010_MLMET0141.d;sample;Creatinine;ref;119.057;69;46910;46910;65.16;86.62
20181010_MLMET0167.d;sample;Creatinine;ref;119.057;69;35135;35135;67.54;89.01
20181010_MLMET0179.d;filter;Creatinine;ref;119.057;69;43445;43445;67.63;89.09
20181010_MLMET0116.d;filter;Creatinine;ref;119.057;69;90118;90118;66.76;88.23
20181010_MLMET0144.d;filter;Creatinine;ref;119.057;69;47207;47207;66.61;88.08
20181010_MLMET0161.d;sample;Creatinine;ref;119.057;69;37230;37230;69.03;90.5
20181010_MLMET0159.d;filter;Creatinine;ref;119.057;69;36403;36403;69.31;90.78
20181010_MLMET0187.d;sample;Creatinine;ref;119.057;69;65649;65649;67.71;89.17
20181010_MLMET0180.d;sample;Creatinine;ref;119.057;69;39280;39280;67.56;89.03
20181010_MLMET0125.d;filter;Creatinine;ref;119.057;69;80039;80039;72.87;94.34
20181010_RCY308_control-r002.d;control;Creatinine;ref;119.057;69;69676;69676;72.66;94.13
20181010_MLMET0091.d;sample;Creatinine;ref;119.057;69;83786;83786;72.42;93.88
20181010_MLMET0166.d;sample;Creatinine;ref;119.057;69;41281;41281;72.47;93.93
20181010_MLMET0164.d;sample;L_Proline;met;114.056;77;49480;49480;73.3;92.27
20181010_MLMET0074.d;sample;L_Proline;met;114.056;77;117848;117848;72.91;91.89
20181010_MLMET0121.d;sample;L_Proline;met;114.056;77;81736;81736;72.8;91.77
20181010_MLMET0118.d;sample;L_Proline;met;114.056;77;31556;31556;72.97;91.94
20181010_MLMET0142.d;sample;L_Proline;met;114.056;77;28896;28896;74.44;93.41
20181010_MLMET0098.d;sample;L_Proline;met;114.056;77;156807;156807;73.99;92.96
20181010_MLMET0067.d;filter;L_Proline;met;114.056;77;6076;6076;68.25;87.22
20181010_MLMET0089.d;filter;L_Proline;met;114.056;77;3371;3371;68.35;87.32
20181010_MLMET0124.d;sample;L_Proline;met;114.056;77;26379;26379;72.4;91.37
20181010_MLMET0135.d;filter;L_Proline;met;114.056;77;3977;3977;72.8;91.77
20181010_MLMET0096.d;sample;L_Proline;met;114.056;77;303613;303613;71.63;90.6
20181010_MLMET0120.d;sample;L_Proline;met;114.056;77;30502;30502;71.96;90.93
20181010_MLMET0161.d;sample;L_Proline;met;114.056;77;33002;33002;72.53;91.5
20181010_MLMET0073.d;sample;L_Proline;met;114.056;77;243834;243834;72.6;91.57
20181010_MLMET0066.d;filter;L_Proline;met;114.056;77;133570;133570;72.51;91.48
20181010_all_stds-r002.d;stds;L_Proline;met;114.056;77;24146;24146;72.24;91.21
20181010_MLMET0119.d;sample;L_Proline;met;114.056;77;19322;19322;72.34;91.31
20181010_MLMET0122.d;sample;L_Proline;met;114.056;77;70336;70336;72.51;91.48
20181010_MLMET0165.d;sample;L_Proline;met;114.056;77;39662;39662;71.98;90.95
20181010_MLMET0075.d;sample;L_Proline;met;114.056;77;32053;32053;71.97;90.94
20181010_MLMET0117.d;filter;L_Proline;met;114.056;77;4240;4240;72.71;91.68
20181010_MLMET0072.d;sample;L_Proline;met;114.056;77;83079;83079;72.79;91.76
20181010_Blank-r002.d;blank;L_Proline;met;114.056;77;4917;4917;71.57;90.54
20181010_MLMET0185.d;sample;L_Proline;met;114.056;77;42659;42659;71.75;90.72
